X,Y,label,sample_weight
145.62600359064228,-30.233733813135885,0,0.5
142.05589940280203,-30.091384786490405,0,0.5
146.66862141201847,-33.46119040048109,0,0.5
143.2652041333757,-33.85828666903761,0,0.5
149.24051445064072,-29.3094660157426,0,0.5
150.77003762274447,-29.820661092290543,0,0.5
145.68316221728784,-30.118581166292188,0,0.5
146.08833001777512,-31.77422558247287,0,0.5
141.795559328067,-31.161951029500724,0,0.5
142.65770236688581,-34.58910347271703,0,0.5
146.42339528310407,-33.10139520955029,0,0.5
146.25475666610217,-34.17357032726664,0,0.5
149.65331520047417,-33.75965341707732,0,0.5
150.08643773810647,-33.66609310829162,0,0.5
141.72252116547097,-33.65032391049584,0,0.5
150.73397529646917,-29.188276839543082,0,0.5
147.72668190302696,-30.862565236245945,0,0.5
144.01636314709148,-33.19130668240451,0,0.5
147.61045979280001,-33.75725486976007,0,0.5
144.80592698140313,-34.49637741650851,0,0.5
148.96521464924712,-35.00352458758342,0,0.5
148.08255739217174,-29.98436807675652,0,0.5
146.86972919163864,-30.016485918010268,0,0.5
147.74905221161623,-34.79713633028349,0,0.5
146.9282666628559,-33.74628993618623,0,0.5
146.3651412087619,-33.23743878869119,0,0.5
149.04832656228814,-28.98020281084696,0,0.5
145.3489443110283,-29.816919306624897,0,0.5
144.66608879439298,-35.89081449714472,0,0.5
142.28272224162293,-29.727914359029146,0,0.5
144.64621797370995,-31.025125341253748,0,0.5
142.18863119718705,-29.20140176835274,0,0.5
149.89658193337854,-34.92603368626568,0,0.5
146.915189314933,-29.12936839996967,0,0.5
152.22229194990123,-30.969631123112734,0,0.5
150.29733067567128,-32.290889308639905,0,0.5
146.78294912585758,-29.674937921552306,0,0.5
150.55688176125477,-31.575939400407513,0,0.5
148.98637160042168,-35.23879149897152,0,0.5
148.5984580171495,-31.011999547144246,0,0.5
146.12799648181937,-33.75059087431163,0,0.5
150.76696186648493,-34.05459752784702,0,0.5
152.14878222392278,-29.355965024654804,0,0.5
141.81010344114182,-33.28652441023799,0,0.5
149.7592595441682,-29.825239452600133,0,0.5
152.56985886441333,-29.35299577777772,0,0.5
149.47779312834953,-34.448215735460366,0,0.5
148.66569986277383,-30.029438151784856,0,0.5
146.0815077968524,-32.790338541648794,0,0.5
146.955379750769,-34.81468456778334,0,0.5
149.83403806396592,-28.947583369463665,0,0.5
146.24789688466691,-34.850182962131115,0,0.5
148.3738802608543,-34.58052380198792,0,0.5
149.88605084650786,-30.126815870841526,0,0.5
149.74920975173956,-34.45289281373697,0,0.5
146.32218052444537,-35.18376903043908,0,0.5
146.35242897306466,-31.62135034755251,0,0.5
147.2248089196723,-33.79528707045214,0,0.5
147.2586730049031,-35.54661190759182,0,0.5
143.72536898498507,-29.72418885356558,0,0.5
146.54722138018317,-35.50335673247897,0,0.5
144.04576309856347,-34.071653369576424,0,0.5
150.77469814622847,-33.762650207292154,0,0.5
146.09889599302616,-29.435415445567354,0,0.5
148.30771309930265,-35.86654592852661,0,0.5
144.35684049798516,-30.999464923536433,0,0.5
144.99648289934672,-31.289556032791584,0,0.5
149.52570053477763,-29.43039357441515,0,0.5
148.837499203508,-33.46417772768372,0,0.5
146.98181994834775,-32.51857841176577,0,0.5
144.21781273305095,-30.748791703212497,0,0.5
148.0478624733207,-32.37152311104404,0,0.5
147.03323316389412,-35.41243801549978,0,0.5
143.25902070776507,-31.56651573799764,0,0.5
151.26119753182817,-32.1444205702896,0,0.5
150.98984903850254,-31.165790663732068,0,0.5
147.93201030245373,-34.98323964682822,0,0.5
151.60259639166264,-32.23922352927625,0,0.5
149.2770716627063,-36.8689143211076,0,0.5
146.21079905171035,-31.81195207070171,0,0.5
149.94491257516458,-29.564647951253786,0,0.5
144.22686665481675,-35.00651612268622,0,0.5
147.30324493696077,-32.57930680264499,0,0.5
142.25926635427706,-33.387972887982706,0,0.5
143.79767098014517,-31.01007659894764,0,0.5
142.932336325831,-29.080663192103763,0,0.5
147.53830323781008,-32.37831303402939,0,0.5
151.48101145613586,-30.875687655132577,0,0.5
143.64352952719955,-29.456090105507943,0,0.5
147.9385649921945,-34.27005273856448,0,0.5
150.06729412264272,-31.26567990398638,0,0.5
149.7274185936993,-36.69884043255197,0,0.5
146.98426233455191,-30.19589126973957,0,0.5
146.13730412578238,-34.333032577954924,0,0.5
147.90428817824636,-32.0352457512664,0,0.5
148.8058184145554,-30.165031000049,0,0.5
149.03410428078126,-35.688409557644675,0,0.5
147.4179922557509,-31.467387510847576,0,0.5
145.87557804588997,-34.83528209356792,0,0.5
152.58916884648187,-31.180583770057545,0,0.5
143.2299245422456,-31.838689392037857,0,0.5
148.71237675083313,-32.19002014063272,0,0.5
146.0632314700582,-31.38837673881136,0,0.5
145.9650509429569,-31.946258997625552,0,0.5
152.5522169854877,-29.72294767008143,0,0.5
148.57109855643031,-29.503263481884986,0,0.5
148.81932784520737,-31.509586627723298,0,0.5
146.53356177109407,-30.349464768725746,0,0.5
145.69017800121918,-35.50603334758208,0,0.5
144.60294474246416,-33.88045408959732,0,0.5
147.2640881930927,-35.679827466065085,0,0.5
150.1779460683581,-35.31003450748363,0,0.5
144.21833370866995,-30.977614239472405,0,0.5
143.23207456895895,-34.19395118196275,0,0.5
146.46645472693743,-35.362406676346694,0,0.5
145.91499777568038,-30.139178350390047,0,0.5
147.84846922400732,-34.853075681081556,0,0.5
141.89240849344802,-30.469389999341015,0,0.5
148.66191059668745,-32.62774049327759,0,0.5
151.53016516826733,-33.021111924124845,0,0.5
142.71415691857806,-34.26685270931843,0,0.5
152.80364356646584,-28.401033966698275,0,0.5
146.52980024397556,-30.214273158950046,0,0.5
149.57788525855625,-32.52672414912747,0,0.5
148.08832188905876,-33.33494142257311,0,0.5
142.17589946149843,-30.48236692894015,0,0.5
145.3014355587936,-31.865771051005765,0,0.5
151.3098483011546,-32.786758824487976,0,0.5
153.08016485658084,-29.63931421909832,0,0.5
145.37179232663533,-34.95617208046798,0,0.5
141.6910826772279,-33.7584947887492,0,0.5
141.74635543901235,-32.364404383052396,0,0.5
149.60039223143497,-34.47967547304363,0,0.5
142.6761975582951,-30.05280949363027,0,0.5
141.803973123968,-29.556640667310212,0,0.5
146.79304505970057,-33.59424897438154,0,0.5
144.72109541660754,-29.500039761555534,0,0.5
145.98654601144924,-34.555205837610615,0,0.5
148.01996918052612,-30.782832039799953,0,0.5
150.26508696667474,-35.01717294973306,0,0.5
