X,Y,label
143.25528146809674,-33.41001383871337,0
153.60775749906904,-28.726067049163632,0
151.27114084947473,-31.16525218735542,0
146.13328546302424,-31.313616122651467,0
147.33233260802913,-29.0798287077411,0
143.0358660544574,-32.479444937144244,0
142.4515270064987,-31.021028096831444,0
147.8969557896919,-30.533580359657158,0
142.28198722275795,-30.64900205063177,0
144.1871072383801,-32.44088651390795,0
151.61014698578316,-29.25014452928503,0
149.25786970742357,-32.145192773144856,0
142.52844872196602,-29.69890206201186,0
144.30435935903049,-31.268140194833485,0
150.5404832987806,-33.51147117584609,0
148.80300594153007,-31.21557167506554,0
145.49091654857926,-29.654160511945904,0
148.5149920200924,-32.7606290727877,0
151.6875915804103,-31.19463284772364,0
145.74854768933938,-35.86586340231541,0
146.12298639351246,-31.166512510950394,0
148.1268058002311,-32.064495763760206,0
146.95942031288158,-33.51537761560501,0
150.40122299388332,-30.409311173754862,0
153.1171253589715,-29.942708972886166,0
149.98486785002288,-33.60663432242474,0
141.49030793289964,-33.633732627020166,0
143.14595082173494,-33.42577313203756,0
142.72072496584755,-33.62196743547916,0
150.45733256702223,-30.87271359254268,0
148.25797369678202,-30.557769864211114,0
149.53404582676237,-30.10575685143771,0
149.6775438166943,-35.93364356929738,0
141.56916084101087,-30.739998856759836,0
149.35197295403202,-29.278379921925016,0
143.90576704692293,-30.138241013007136,0
144.723045844232,-34.39493305721248,0
150.1307612185253,-31.9662551938044,0
144.81407575331,-29.241853893690248,0
150.94255895451556,-30.69263269207703,0
145.03750779933668,-32.61130229306939,0
147.6607821670974,-29.75991857854318,0
152.9009218553678,-30.90223270784357,0
147.67804621880174,-32.967188680303934,0
149.19706187761125,-32.34932823650066,0
148.0848654002142,-35.148460948652136,0
147.6951774565894,-34.89430752328952,0
148.3477157999723,-30.866737252044736,0
148.99317925303131,-31.245396189222088,0
142.33584373472155,-31.49515445504562,0
147.2884479147478,-33.085997344091126,0
143.24032429725608,-31.347146185323965,0
144.14469290597683,-29.824492229850577,0
152.35590467102895,-30.509716731064447,0
149.94350372521473,-35.9557840298294,0
153.02725812278535,-30.203461295872433,0
146.29951349583314,-32.852715109542935,0
149.4800693978562,-35.03115802543355,0
142.01830835950153,-31.981761884760964,0
143.645747537818,-34.886147353408816,0
142.26188350006808,-33.4163119041571,0
144.7316767097876,-33.203042035746385,0
145.92414706069067,-33.69298619949452,0
152.1650673190676,-31.97936562891074,0
149.67802038268147,-33.45771860415162,0
147.12772779955534,-29.05915407069324,0
141.21181400310482,-32.18084968921605,0
147.43289492297816,-33.25063608965063,0
151.04978463424234,-29.681432495584545,0
151.35851086068834,-29.218832043753096,0
151.30031861784065,-30.79263075907791,0
143.14493303868653,-34.67177986021206,0
148.33519995275907,-36.25076515639898,0
141.29916354328944,-32.04076206911269,0
151.087172712815,-33.26559424430874,0
143.55832273099463,-31.25165438881386,0
145.91967030584843,-34.372021180718555,0
